Time,Demand,Temperature,Holiday,Hour_of_day,Demand_raw
2014-01-04 08:00:00,medium,18.9,0.0,8,3928.517696
2014-01-04 09:00:00,medium,19.5,0.0,9,3877.280219
2014-01-04 10:00:00,medium,17.7,0.0,10,3829.394918
2014-01-04 11:00:00,medium,17.35,0.0,11,3950.127872
2014-01-04 12:00:00,low,16.950000000000003,0.0,12,3755.6683510000003
2014-01-04 13:00:00,low,16.4,0.0,13,3638.284001
2014-01-04 14:00:00,medium,15.95,0.0,14,4044.8263699999998
2014-01-04 15:00:00,low,14.899999999999999,0.0,15,3682.1847
2014-01-04 16:00:00,low,14.25,0.0,16,3283.3641900000002
2014-01-04 17:00:00,low,13.05,0.0,17,3036.2144120000003
2014-01-04 18:00:00,low,12.0,0.0,18,2932.695859
2014-01-04 19:00:00,low,11.5,0.0,19,2956.01942
2014-01-04 20:00:00,low,10.95,0.0,20,2959.1682119999996
2014-01-04 21:00:00,low,12.3,0.0,21,3156.600034
2014-01-04 22:00:00,low,16.1,0.0,22,3236.2454159999998
2014-01-04 23:00:00,low,17.1,0.0,23,3369.890801
2014-01-05 00:00:00,low,19.6,0.0,0,3493.0805229999996
2014-01-05 01:00:00,low,21.1,0.0,1,3516.025476
2014-01-05 02:00:00,low,22.6,0.0,2,3555.157373
2014-01-05 03:00:00,low,24.35,0.0,3,3570.351838
2014-01-05 04:00:00,low,25.25,0.0,4,3655.5126849999997
2014-01-05 05:00:00,low,25.75,0.0,5,3791.568726
2014-01-05 06:00:00,medium,20.35,0.0,6,3949.617447
2014-01-05 07:00:00,medium,15.55,0.0,7,3952.961921
2014-01-05 08:00:00,medium,18.299999999999997,0.0,8,3926.1477240000004
2014-01-05 09:00:00,medium,19.4,0.0,9,3849.410769
2014-01-05 10:00:00,medium,19.25,0.0,10,3812.969908
2014-01-05 11:00:00,medium,18.549999999999997,0.0,11,3891.217474
2014-01-05 12:00:00,low,17.700000000000003,0.0,12,3683.4837500000003
2014-01-05 13:00:00,low,16.75,0.0,13,3561.708974
2014-01-05 14:00:00,medium,15.8,0.0,14,3935.989804
2014-01-05 15:00:00,low,14.899999999999999,0.0,15,3602.332059
2014-01-05 16:00:00,low,14.05,0.0,16,3270.886251
2014-01-05 17:00:00,low,14.1,0.0,17,3085.2239950000003
2014-01-05 18:00:00,low,13.5,0.0,18,3041.358379
2014-01-05 19:00:00,low,13.0,0.0,19,3201.392785
2014-01-05 20:00:00,low,12.95,0.0,20,3569.831233
2014-01-05 21:00:00,medium,13.3,0.0,21,4122.713213
2014-01-05 22:00:00,medium,13.899999999999999,0.0,22,4307.28114
2014-01-05 23:00:00,medium,15.4,0.0,23,4481.139099
2014-01-06 00:00:00,medium,16.75,0.0,0,4532.867779
2014-01-06 01:00:00,medium,17.3,0.0,1,4544.693375
2014-01-06 02:00:00,medium,17.75,0.0,2,4524.276728
2014-01-06 03:00:00,medium,18.4,0.0,3,4469.801842000001
2014-01-06 04:00:00,medium,18.5,0.0,4,4456.899409
2014-01-06 05:00:00,medium,18.799999999999997,0.0,5,4417.652979
2014-01-06 06:00:00,medium,19.450000000000003,0.0,6,4453.472212999999
2014-01-06 07:00:00,medium,18.75,0.0,7,4539.357110999999
2014-01-06 08:00:00,medium,18.4,0.0,8,4472.631811
2014-01-06 09:00:00,medium,16.950000000000003,0.0,9,4301.480249
2014-01-06 10:00:00,medium,15.8,0.0,10,4259.657281
2014-01-06 11:00:00,medium,15.35,0.0,11,4275.784455
2014-01-06 12:00:00,medium,15.25,0.0,12,3957.879385
2014-01-06 13:00:00,low,15.15,0.0,13,3795.938341
2014-01-06 14:00:00,medium,14.9,0.0,14,4179.846305
2014-01-06 15:00:00,medium,14.5,0.0,15,3842.5907559999996
2014-01-06 16:00:00,low,14.6,0.0,16,3464.7785999999996
2014-01-06 17:00:00,low,14.4,0.0,17,3246.3576780000003
2014-01-06 18:00:00,low,14.149999999999999,0.0,18,3203.1422279999997
2014-01-06 19:00:00,low,14.3,0.0,19,3359.875752
2014-01-06 20:00:00,medium,14.5,0.0,20,3807.518985
2014-01-06 21:00:00,medium,14.95,0.0,21,4327.540515
2014-01-06 22:00:00,medium,15.55,0.0,22,4509.3989679999995
2014-01-06 23:00:00,medium,15.8,0.0,23,4598.009758
2014-01-07 00:00:00,medium,15.55,0.0,0,4561.616273
2014-01-07 01:00:00,medium,16.450000000000003,0.0,1,4565.674378
2014-01-07 02:00:00,medium,17.5,0.0,2,4531.6154289999995
2014-01-07 03:00:00,medium,17.700000000000003,0.0,3,4476.887221
2014-01-07 04:00:00,medium,18.75,0.0,4,4441.624143
2014-01-07 05:00:00,medium,19.6,0.0,5,4424.3192930000005
2014-01-07 06:00:00,medium,19.9,0.0,6,4485.646074
2014-01-07 07:00:00,medium,19.35,0.0,7,4578.725562
2014-01-07 08:00:00,medium,19.55,0.0,8,4465.927683
2014-01-07 09:00:00,medium,17.9,0.0,9,4337.617613
2014-01-07 10:00:00,medium,16.4,0.0,10,4269.725932
2014-01-07 11:00:00,medium,15.55,0.0,11,4296.486779999999
2014-01-07 12:00:00,medium,14.9,0.0,12,4033.7805749999998
2014-01-07 13:00:00,medium,14.4,0.0,13,3876.5238019999997
2014-01-07 14:00:00,medium,13.95,0.0,14,4246.05985
2014-01-07 15:00:00,medium,13.3,0.0,15,3883.3968059999997
2014-01-07 16:00:00,low,12.95,0.0,16,3520.003476
2014-01-07 17:00:00,low,12.649999999999999,0.0,17,3306.216551
2014-01-07 18:00:00,low,12.45,0.0,18,3252.00508
2014-01-07 19:00:00,low,12.350000000000001,0.0,19,3386.785027
2014-01-07 20:00:00,low,12.15,0.0,20,3784.183814
2014-01-07 21:00:00,medium,11.95,0.0,21,4334.50355
2014-01-07 22:00:00,medium,14.149999999999999,0.0,22,4465.145819
2014-01-07 23:00:00,medium,15.85,0.0,23,4529.139844
2014-01-08 00:00:00,medium,17.75,0.0,0,4535.890114
2014-01-08 01:00:00,medium,19.450000000000003,0.0,1,4589.222764
2014-01-08 02:00:00,medium,22.15,0.0,2,4659.629638
2014-01-08 03:00:00,medium,23.85,0.0,3,4691.3094710000005
2014-01-08 04:00:00,medium,23.45,0.0,4,4747.443032
2014-01-08 05:00:00,medium,24.95,0.0,5,4818.869908000001
2014-01-08 06:00:00,medium,26.85,0.0,6,4949.658439
2014-01-08 07:00:00,medium,26.1,0.0,7,4994.115055
2014-01-08 08:00:00,medium,25.15,0.0,8,4797.599887
2014-01-08 09:00:00,medium,23.25,0.0,9,4540.088076
2014-01-08 10:00:00,medium,21.3,0.0,10,4351.861799
2014-01-08 11:00:00,medium,19.85,0.0,11,4370.089806
2014-01-08 12:00:00,medium,18.9,0.0,12,4046.641614
2014-01-08 13:00:00,medium,18.25,0.0,13,3869.574001
2014-01-08 14:00:00,medium,17.450000000000003,0.0,14,4245.391087
2014-01-08 15:00:00,medium,17.1,0.0,15,3847.8397459999996
2014-01-08 16:00:00,low,16.4,0.0,16,3508.733481
2014-01-08 17:00:00,low,15.55,0.0,17,3302.0043969999997
2014-01-08 18:00:00,low,15.05,0.0,18,3257.5518309999998
2014-01-08 19:00:00,low,14.4,0.0,19,3418.782854
2014-01-08 20:00:00,medium,14.55,0.0,20,3808.774864
2014-01-08 21:00:00,medium,15.15,0.0,21,4363.4269380000005
2014-01-08 22:00:00,medium,17.05,0.0,22,4605.318514
2014-01-08 23:00:00,medium,18.85,0.0,23,4793.424002
2014-01-09 00:00:00,medium,20.85,0.0,0,4908.159137000001
2014-01-09 01:00:00,medium,24.25,0.0,1,5040.35515
2014-01-09 02:00:00,medium,27.700000000000003,0.0,2,5204.368584
2014-01-09 03:00:00,high,28.4,0.0,3,5358.130921
2014-01-09 04:00:00,high,30.75,0.0,4,5537.994242999999
2014-01-09 05:00:00,high,30.700000000000003,0.0,5,5708.190789
2014-01-09 06:00:00,high,32.2,0.0,6,5888.386945
2014-01-09 07:00:00,high,31.75,0.0,7,5966.443462
2014-01-09 08:00:00,high,30.65,0.0,8,5817.285317
2014-01-09 09:00:00,high,29.75,0.0,9,5571.315543
2014-01-09 10:00:00,high,28.85,0.0,10,5320.96325
2014-01-09 11:00:00,medium,27.85,0.0,11,5141.154162
2014-01-09 12:00:00,medium,25.950000000000003,0.0,12,4685.733832
2014-01-09 13:00:00,medium,24.700000000000003,0.0,13,4367.100082
2014-01-09 14:00:00,medium,24.85,0.0,14,4617.664065999999
2014-01-09 15:00:00,medium,24.05,0.0,15,4158.4481749999995
2014-01-09 16:00:00,low,23.85,0.0,16,3771.112996
2014-01-09 17:00:00,low,23.5,0.0,17,3555.3975849999997
2014-01-09 18:00:00,low,22.95,0.0,18,3496.653558
2014-01-09 19:00:00,low,22.200000000000003,0.0,19,3646.237373
2014-01-09 20:00:00,medium,21.75,0.0,20,4053.450773
2014-01-09 21:00:00,medium,22.35,0.0,21,4687.15316
2014-01-09 22:00:00,medium,24.049999999999997,0.0,22,5052.181323
2014-01-09 23:00:00,high,25.15,0.0,23,5342.080180999999
2014-01-10 00:00:00,high,27.1,0.0,0,5585.741781000001
2014-01-10 01:00:00,high,28.049999999999997,0.0,1,5808.019002999999
2014-01-10 02:00:00,high,29.75,0.0,2,6038.416731
2014-01-10 03:00:00,high,31.25,0.0,3,6295.673140999999
2014-01-10 04:00:00,high,31.9,0.0,4,6548.462882
2014-01-10 05:00:00,high,32.95,0.0,5,6786.893877
2014-01-10 06:00:00,high,33.15,0.0,6,6981.69265
2014-01-10 07:00:00,high,33.95,0.0,7,7034.667422
2014-01-10 08:00:00,high,33.849999999999994,0.0,8,6855.288352
2014-01-10 09:00:00,high,33.25,0.0,9,6560.950706
2014-01-10 10:00:00,high,32.5,0.0,10,6181.443149
2014-01-10 11:00:00,high,31.5,0.0,11,5898.715442000001
2014-01-10 12:00:00,high,28.299999999999997,0.0,12,5304.274725
2014-01-10 13:00:00,medium,23.9,0.0,13,4794.692557
2014-01-10 14:00:00,medium,22.9,0.0,14,4861.545876
2014-01-10 15:00:00,medium,22.299999999999997,0.0,15,4264.150245999999
2014-01-10 16:00:00,medium,21.25,0.0,16,3819.871154
2014-01-10 17:00:00,low,20.5,0.0,17,3587.556017
2014-01-10 18:00:00,low,19.85,0.0,18,3481.368687
2014-01-10 19:00:00,low,18.85,0.0,19,3513.505697
2014-01-10 20:00:00,low,18.299999999999997,0.0,20,3632.1528989999997
2014-01-10 21:00:00,medium,18.1,0.0,21,3857.2508399999997
2014-01-10 22:00:00,medium,18.2,0.0,22,4115.634167
2014-01-10 23:00:00,medium,18.15,0.0,23,4375.205081
2014-01-11 00:00:00,medium,18.0,0.0,0,4462.236867
2014-01-11 01:00:00,medium,17.7,0.0,1,4459.846363
2014-01-11 02:00:00,medium,18.25,0.0,2,4422.20142
2014-01-11 03:00:00,medium,19.7,0.0,3,4398.204572000001
2014-01-11 04:00:00,medium,20.75,0.0,4,4406.991623
2014-01-11 05:00:00,medium,21.799999999999997,0.0,5,4480.270639
2014-01-11 06:00:00,medium,21.5,0.0,6,4620.5121739999995
2014-01-11 07:00:00,medium,21.6,0.0,7,4731.663023
2014-01-11 08:00:00,medium,20.8,0.0,8,4734.96071
2014-01-11 09:00:00,medium,19.4,0.0,9,4571.511421
2014-01-11 10:00:00,medium,18.4,0.0,10,4384.731829
2014-01-11 11:00:00,medium,17.9,0.0,11,4322.916373
2014-01-11 12:00:00,medium,17.6,0.0,12,4069.2532549999996
2014-01-11 13:00:00,medium,17.55,0.0,13,3939.77878
2014-01-11 14:00:00,medium,17.55,0.0,14,4246.730616999999
2014-01-11 15:00:00,medium,17.65,0.0,15,3821.3399600000002
2014-01-11 16:00:00,low,17.4,0.0,16,3416.438388
2014-01-11 17:00:00,low,17.15,0.0,17,3220.4955790000004
2014-01-11 18:00:00,low,16.799999999999997,0.0,18,3123.512632
2014-01-11 19:00:00,low,17.0,0.0,19,3132.184446
2014-01-11 20:00:00,low,16.9,0.0,20,3181.264515
2014-01-11 21:00:00,low,17.200000000000003,0.0,21,3337.342152
2014-01-11 22:00:00,low,17.35,0.0,22,3469.175752
2014-01-11 23:00:00,low,17.65,0.0,23,3668.2008
2014-01-12 00:00:00,low,17.8,0.0,0,3787.714683
2014-01-12 01:00:00,medium,18.4,0.0,1,3833.843759
2014-01-12 02:00:00,medium,19.299999999999997,0.0,2,3893.954127
2014-01-12 03:00:00,medium,20.200000000000003,0.0,3,3964.392634
2014-01-12 04:00:00,medium,21.049999999999997,0.0,4,4109.340074
2014-01-12 05:00:00,medium,21.7,0.0,5,4275.074949
2014-01-12 06:00:00,medium,21.799999999999997,0.0,6,4472.247627000001
2014-01-12 07:00:00,medium,21.799999999999997,0.0,7,4623.195539
2014-01-12 08:00:00,medium,21.5,0.0,8,4703.101203
2014-01-12 09:00:00,medium,20.0,0.0,9,4593.650858999999
2014-01-12 10:00:00,medium,19.3,0.0,10,4447.127194000001
2014-01-12 11:00:00,medium,18.200000000000003,0.0,11,4459.33374
2014-01-12 12:00:00,medium,18.1,0.0,12,4137.4582310000005
2014-01-12 13:00:00,medium,17.7,0.0,13,3913.4730680000002
2014-01-12 14:00:00,medium,16.95,0.0,14,4231.0308860000005
2014-01-12 15:00:00,medium,16.25,0.0,15,3832.867949
2014-01-12 16:00:00,low,15.600000000000001,0.0,16,3475.305203
2014-01-12 17:00:00,low,15.5,0.0,17,3301.8463970000003
2014-01-12 18:00:00,low,15.3,0.0,18,3278.561713
2014-01-12 19:00:00,low,15.45,0.0,19,3519.383647
2014-01-12 20:00:00,medium,15.5,0.0,20,3974.620275
2014-01-12 21:00:00,medium,15.75,0.0,21,4600.394952000001
2014-01-12 22:00:00,medium,17.35,0.0,22,4863.748476
2014-01-12 23:00:00,medium,19.15,0.0,23,5103.763827000001
2014-01-13 00:00:00,high,21.65,0.0,0,5307.769582
2014-01-13 01:00:00,high,24.7,0.0,1,5542.426283000001
2014-01-13 02:00:00,high,25.2,0.0,2,5758.878073
2014-01-13 03:00:00,high,24.3,0.0,3,6005.075158
2014-01-13 04:00:00,high,26.9,0.0,4,6285.038933
2014-01-13 05:00:00,high,28.1,0.0,5,6617.117485000001
2014-01-13 06:00:00,high,29.45,0.0,6,6993.32603
2014-01-13 07:00:00,high,29.85,0.0,7,7206.636161
2014-01-13 08:00:00,high,29.45,0.0,8,7094.980786
2014-01-13 09:00:00,high,26.35,0.0,9,6839.4522400000005
2014-01-13 10:00:00,high,27.049999999999997,0.0,10,6387.058326
2014-01-13 11:00:00,high,25.7,0.0,11,6047.682488
2014-01-13 12:00:00,high,25.15,0.0,12,5432.960779
2014-01-13 13:00:00,medium,23.85,0.0,13,4903.980817
2014-01-13 14:00:00,medium,22.450000000000003,0.0,14,4958.927841000001
2014-01-13 15:00:00,medium,21.45,0.0,15,4424.987781
2014-01-13 16:00:00,medium,20.85,0.0,16,4052.525782
2014-01-13 17:00:00,medium,20.7,0.0,17,3842.963144
2014-01-13 18:00:00,medium,21.299999999999997,0.0,18,3823.259295
2014-01-13 19:00:00,medium,21.55,0.0,19,4016.677526
2014-01-13 20:00:00,medium,20.8,0.0,20,4521.125454
2014-01-13 21:00:00,medium,22.299999999999997,0.0,21,5229.148013
2014-01-13 22:00:00,high,26.3,0.0,22,5801.91103
2014-01-13 23:00:00,high,32.6,0.0,23,6449.484515
2014-01-14 00:00:00,high,35.15,0.0,0,6974.936939
2014-01-14 01:00:00,high,36.8,0.0,1,7506.053822
2014-01-14 02:00:00,high,38.150000000000006,0.0,2,7973.464293
2014-01-14 03:00:00,high,39.95,0.0,3,8358.705742999999
2014-01-14 04:00:00,high,40.849999999999994,0.0,4,8596.218075
2014-01-14 05:00:00,high,41.25,0.0,5,8794.221764999998
2014-01-14 06:00:00,high,42.3,0.0,6,9030.429188
2014-01-14 07:00:00,high,41.95,0.0,7,9090.205149000001
2014-01-14 08:00:00,high,41.35,0.0,8,8884.51425
2014-01-14 09:00:00,high,40.6,0.0,9,8524.58441
2014-01-14 10:00:00,high,36.349999999999994,0.0,10,8147.064184999999
2014-01-14 11:00:00,high,36.15,0.0,11,7797.443819
2014-01-14 12:00:00,high,34.6,0.0,12,6938.018841
2014-01-14 13:00:00,high,34.05,0.0,13,6215.482503
2014-01-14 14:00:00,high,35.4,0.0,14,6122.701994
2014-01-14 15:00:00,high,36.3,0.0,15,5495.211772
2014-01-14 16:00:00,medium,35.55,0.0,16,5139.794173
2014-01-14 17:00:00,medium,33.7,0.0,17,4896.442883
2014-01-14 18:00:00,medium,30.65,0.0,18,4811.566928
2014-01-14 19:00:00,medium,29.45,0.0,19,5024.3115
2014-01-14 20:00:00,high,29.5,0.0,20,5535.9469659999995
2014-01-14 21:00:00,high,31.0,0.0,21,6293.361798
2014-01-14 22:00:00,high,33.3,0.0,22,7000.080746
2014-01-14 23:00:00,high,35.7,0.0,23,7632.64282
2014-01-15 00:00:00,high,36.650000000000006,0.0,0,8029.662785
2014-01-15 01:00:00,high,37.65,0.0,1,8458.783173
2014-01-15 02:00:00,high,39.400000000000006,0.0,2,8768.153545
2014-01-15 03:00:00,high,40.6,0.0,3,8999.594981
2014-01-15 04:00:00,high,40.25,0.0,4,9113.259653000001
2014-01-15 05:00:00,high,37.55,0.0,5,9154.595683
2014-01-15 06:00:00,high,37.3,0.0,6,9173.249215
2014-01-15 07:00:00,high,35.400000000000006,0.0,7,9038.699192
2014-01-15 08:00:00,high,32.75,0.0,8,8605.81185
2014-01-15 09:00:00,high,31.200000000000003,0.0,9,8095.309843999999
2014-01-15 10:00:00,high,29.6,0.0,10,7616.655105
2014-01-15 11:00:00,high,28.35,0.0,11,7208.228778
2014-01-15 12:00:00,high,27.5,0.0,12,6447.747991
2014-01-15 13:00:00,high,28.75,0.0,13,5739.520453
2014-01-15 14:00:00,high,28.9,0.0,14,5718.04493
2014-01-15 15:00:00,medium,29.9,0.0,15,5106.127718
2014-01-15 16:00:00,medium,28.700000000000003,0.0,16,4763.400116000001
2014-01-15 17:00:00,medium,28.65,0.0,17,4610.4140179999995
2014-01-15 18:00:00,medium,28.15,0.0,18,4566.02684
2014-01-15 19:00:00,medium,28.25,0.0,19,4737.326195
2014-01-15 20:00:00,medium,27.65,0.0,20,5203.83578
2014-01-15 21:00:00,high,27.8,0.0,21,5987.563986
2014-01-15 22:00:00,high,29.45,0.0,22,6697.53391
2014-01-15 23:00:00,high,32.5,0.0,23,7438.135260999999
2014-01-16 00:00:00,high,35.75,0.0,0,8039.958935000001
2014-01-16 01:00:00,high,38.85,0.0,1,8483.889382000001
2014-01-16 02:00:00,high,39.9,0.0,2,8836.624559
2014-01-16 03:00:00,high,41.099999999999994,0.0,3,9052.421526
2014-01-16 04:00:00,high,41.8,0.0,4,9113.962966
2014-01-16 05:00:00,high,42.75,0.0,5,9213.610942
2014-01-16 06:00:00,high,39.900000000000006,0.0,6,9307.217379
2014-01-16 07:00:00,high,39.75,0.0,7,9313.046408
2014-01-16 08:00:00,high,40.8,0.0,8,9006.279211000001
2014-01-16 09:00:00,high,37.95,0.0,9,8555.65009
2014-01-16 10:00:00,high,31.25,0.0,10,8274.604145
2014-01-16 11:00:00,high,34.6,0.0,11,7910.7642940000005
2014-01-16 12:00:00,high,30.25,0.0,12,7076.732003
2014-01-16 13:00:00,high,28.5,0.0,13,6348.363308
2014-01-16 14:00:00,high,27.9,0.0,14,6175.2898509999995
2014-01-16 15:00:00,high,27.95,0.0,15,5454.537115
2014-01-16 16:00:00,medium,27.299999999999997,0.0,16,5041.194137
2014-01-16 17:00:00,medium,26.9,0.0,17,4758.654157999999
2014-01-16 18:00:00,medium,26.8,0.0,18,4682.514773
2014-01-16 19:00:00,medium,26.05,0.0,19,4908.121868
2014-01-16 20:00:00,high,26.1,0.0,20,5410.6503219999995
2014-01-16 21:00:00,high,27.700000000000003,0.0,21,6199.127431
2014-01-16 22:00:00,high,31.85,0.0,22,6923.38868
2014-01-16 23:00:00,high,34.85,0.0,23,7593.166136
2014-01-17 00:00:00,high,36.349999999999994,0.0,0,8089.968543
2014-01-17 01:00:00,high,38.0,0.0,1,8497.383638
2014-01-17 02:00:00,high,39.2,0.0,2,8842.6073
2014-01-17 03:00:00,high,41.05,0.0,3,9057.977598000001
2014-01-17 04:00:00,high,41.6,0.0,4,9158.843136
2014-01-17 05:00:00,high,42.349999999999994,0.0,5,9231.270977
2014-01-17 06:00:00,high,43.1,0.0,6,9252.669871
2014-01-17 07:00:00,high,33.5,0.0,7,8852.376989
2014-01-17 08:00:00,high,30.700000000000003,0.0,8,7994.227353
2014-01-17 09:00:00,high,29.1,0.0,9,7387.858695
2014-01-17 10:00:00,high,26.4,0.0,10,6735.180378999999
2014-01-17 11:00:00,high,23.9,0.0,11,6263.656166
2014-01-17 12:00:00,high,24.7,0.0,12,5690.004996
2014-01-17 13:00:00,medium,24.35,0.0,13,5227.261581
2014-01-17 14:00:00,medium,23.450000000000003,0.0,14,5220.109516
2014-01-17 15:00:00,medium,23.45,0.0,15,4592.948832
2014-01-17 16:00:00,medium,23.549999999999997,0.0,16,4212.945105000001
2014-01-17 17:00:00,medium,23.05,0.0,17,3983.654342
2014-01-17 18:00:00,medium,22.200000000000003,0.0,18,3891.210013
2014-01-17 19:00:00,medium,22.1,0.0,19,3918.908699
2014-01-17 20:00:00,medium,22.0,0.0,20,4031.424813
2014-01-17 21:00:00,medium,21.9,0.0,21,4287.482142
2014-01-17 22:00:00,medium,22.05,0.0,22,4557.696513999999
2014-01-17 23:00:00,medium,22.549999999999997,0.0,23,4871.6792669999995
2014-01-18 00:00:00,medium,22.85,0.0,0,4962.6808280000005
2014-01-18 01:00:00,medium,22.450000000000003,0.0,1,5004.376207
2014-01-18 02:00:00,medium,22.25,0.0,2,5017.046869
2014-01-18 03:00:00,medium,22.65,0.0,3,5056.9707149999995
2014-01-18 04:00:00,medium,22.35,0.0,4,5064.140765
2014-01-18 05:00:00,medium,21.9,0.0,5,5000.144074
2014-01-18 06:00:00,medium,21.0,0.0,6,5022.875056
2014-01-18 07:00:00,medium,20.95,0.0,7,5007.335137
2014-01-18 08:00:00,medium,20.200000000000003,0.0,8,4922.540586
2014-01-18 09:00:00,medium,19.700000000000003,0.0,9,4739.512486
2014-01-18 10:00:00,medium,19.4,0.0,10,4585.917732
2014-01-18 11:00:00,medium,19.200000000000003,0.0,11,4517.304363
2014-01-18 12:00:00,medium,18.65,0.0,12,4235.666884
2014-01-18 13:00:00,medium,18.15,0.0,13,4054.617823
2014-01-18 14:00:00,medium,18.15,0.0,14,4336.767599000001
2014-01-18 15:00:00,medium,17.65,0.0,15,3848.115224
